route,dia_op,tipo_dia,n,relleno_objetivo_ajuste_pct,relleno_objetivo_stop_pct,mae_original,mae_enmascarada,delta_mae,sesgo_original,sesgo_enmascarada,epoca_mejor_original,epoca_mejor_enmascarada,epocas_original,epocas_enmascarada,segundos_original,segundos_enmascarada,mae_stop_observado_original,mae_stop_relleno_original,aporte_relleno_loss_original
3,2026-05-11,LABORAL,26,11.845409,18.956041,46.77060259305514,42.86916967538687,3.9014329176682665,21.434347005990837,10.656168130727915,383,483,413,513,2.5233331999043003,2.848524500033818,0.3853250741958618,0.17372222244739532,0.0953927272329861
3,2026-05-12,LABORAL,27,11.845409,19.23077,37.21990458170573,38.04922174524378,-0.8293171635380503,-7.204254150390625,-9.295225072790075,375,452,405,482,2.6479705999372527,2.752293900004588,0.40250319242477417,0.17976118624210358,0.09611485978543861
3,2026-05-13,LABORAL,26,11.855888,18.956041,40.26228273831881,40.43400104229267,-0.17171830397386145,2.0651691143329325,-0.6997263981745794,293,543,323,573,1.2636688000056893,3.055807500029914,0.41702595353126526,0.18978086113929749,0.09620273257434843
3,2026-05-14,LABORAL,27,11.876833,19.23077,31.030134130407262,29.328802320692276,1.7013318097149863,0.3368374859845197,-1.9066430551034432,354,437,384,467,2.2961513999616727,2.892064700019546,0.4136202335357666,0.1831759661436081,0.09538521991340085
3,2026-05-15,LABORAL,27,11.876833,16.75824,30.810535572193288,30.188084355107062,0.6224512170862262,-4.611255221896702,-2.3975072790075234,245,450,275,480,1.5373199000023305,2.691438699956052,0.4191224277019501,0.19998452067375183,0.08764121652301285
3,2026-05-16,SABADO,26,11.971092,16.483515,28.64972393329327,26.538060701810398,2.111663231482872,-0.9143741314227765,-1.7285396869365985,248,502,278,532,1.7220811999868602,3.136555499979295,0.4203709065914154,0.19806554913520813,0.08508171861219939
3,2026-05-17,DOMINGO,15,11.866361,11.538464,10.714148966471354,12.530526224772135,-1.816377258300781,-1.5181447347005208,-0.5051335652669271,241,430,271,460,1.6604633000679314,2.4699455000227317,0.4263835549354553,0.2138758897781372,0.0614088945248278
3,2026-05-18,FESTIVO_PUENTE,13,12.0758295,14.835167,14.546557499812199,6.549074026254507,7.997483473557692,8.165220407339243,-2.95930422269381,335,486,365,516,1.3961185000371188,2.783822099911049,0.41152238845825195,0.16325408220291138,0.06463722779785243
3,2026-05-19,LABORAL,27,12.0758295,18.681318,31.735011348017938,30.367937441225404,1.367073906792534,10.396190502025464,3.279967696578414,471,642,501,672,2.859082299983129,3.8886147999437526,0.39141395688056946,0.13844402134418488,0.0751495912390844
3,2026-05-20,LABORAL,27,12.065357,17.582417,28.800532588252313,33.10096514666522,-4.300432558412904,3.598453097873264,19.428155969690394,458,101,488,131,2.523238299996592,0.7367583999875933,0.38612744212150574,0.08089999854564667,0.04278448687934638
3,2026-05-23,SABADO,25,12.11772,18.83117,22.069607543945313,22.952823181152343,-0.8832156372070301,-1.6776025390625,1.4177920532226562,347,421,377,451,2.33153979992494,2.7112570999888703,0.3982859253883362,0.07785508036613464,0.043382855303281904
3,2026-05-24,DOMINGO,11,12.054878,13.636362,14.66727100719105,14.464867331764914,0.2024036754261367,-4.3795013427734375,-4.421651666814631,343,415,373,445,2.209999900078401,2.7296415000455454,0.3969663381576538,0.05462585762143135,0.021265574296400934
3,2026-05-25,LABORAL,28,12.253875,18.50649,43.58787046160017,41.41411835806711,2.1737521035330616,6.376507895333426,8.88950593130929,403,417,433,447,2.628883199999109,2.6689424000214785,0.3649662733078003,0.04663630202412605,0.028200018862081882
3,2026-05-26,LABORAL,27,12.274819,18.181818,29.548874466507524,29.878223560474538,-0.3293490939670143,1.8342810736762152,0.6231712058738426,400,430,430,460,2.6698647999437526,2.65523909998592,0.3760318160057068,0.04553762823343277,0.026205979521792554
3,2026-05-27,LABORAL,26,12.264347,17.85714,34.87151688795824,34.91371360191932,-0.04219671396108282,16.488012460561897,20.198895674485428,398,468,428,498,2.576294199912809,2.8447811000514776,0.35872894525527954,0.04130665212869644,0.024420711539909327
3,2026-05-28,LABORAL,27,12.274819,18.181818,30.9316081294307,32.612955729166664,-1.6813475997359646,-1.377026875813802,1.268072622793692,399,432,429,462,2.546169099980034,2.3670608999673277,0.366193950176239,0.04657096043229103,0.02748451328145164
3,2026-05-29,LABORAL,27,12.274819,18.181818,35.53374481201172,34.93552511709708,0.5982196949146399,-1.398779692473235,-2.4169975563331887,378,480,408,510,2.126719400053844,3.1320453999796882,0.36652570962905884,0.049233753234148026,0.028984910417850052
3,2026-05-30,SABADO,23,12.253875,17.85714,34.28263291068699,33.15057306704314,1.1320598436438516,7.958174000615659,5.734833427097486,374,500,404,530,2.464882900007069,3.0759376999922097,0.3779655694961548,0.0493994802236557,0.02762771107274865
3,2026-05-31,DOMINGO,9,12.201506,15.259743,7.469256083170573,7.592627631293403,-0.12337154812282947,-1.2834074232313368,-3.15781487358941,390,489,420,519,2.4036215000087395,2.8313299999572337,0.39709892868995667,0.07550885528326035,0.033108113326020316
3,2026-06-01,LABORAL,25,12.264347,16.558445,37.90645202636719,40.55108581542969,-2.644633789062496,27.3339111328125,29.404613037109375,233,196,263,226,1.6207101999316365,1.27538329991512,0.3963890075683594,0.11492294073104858,0.0544036376586969
3,2026-06-02,LABORAL,25,12.421447,17.20779,43.09541229248047,44.03398132324219,-0.9385690307617196,2.6985763549804687,-5.6409539794921875,184,195,214,225,1.676642099977471,1.0724547000136226,0.4033585786819458,0.14712823927402496,0.07046992995980604
3,2026-06-03,LABORAL,26,12.431926,17.85714,41.85705654437725,44.552227607140175,-2.695171062762924,13.2265258202186,21.31239465566782,176,114,206,144,0.8460332000395283,0.8183434000238776,0.4207322299480438,0.17121510207653046,0.08127621528493428
3,2026-06-04,LABORAL,26,12.431926,16.964287,42.18011826735277,44.39175121600811,-2.2116329486553425,14.652644817645733,16.400928790752705,195,204,225,234,1.6135480999946594,1.4069980999920517,0.4336048662662506,0.1690995693206787,0.07379487863651492
3,2026-06-05,LABORAL,25,12.447476,16.208792,35.401314392089844,38.806373596191406,-3.405059204101562,-10.942948303222657,-16.932850036621094,194,143,224,173,1.3006372000090778,0.8202511001145467,0.4453626871109009,0.16975289583206177,0.06866883984745294
3,2026-06-06,SABADO,24,12.452591,16.208792,29.371625900268555,21.68976084391276,7.681865056355793,-25.059430440266926,-4.0516618092854815,155,128,185,158,0.9854603999992833,0.6546870999736711,0.4565439820289612,0.19073256850242615,0.07477267565706963
3,2026-06-07,DOMINGO,18,12.357778,12.637365,9.694447411431206,12.234520806206596,-2.5400733947753906,-1.7451871236165364,8.502979702419704,190,110,220,140,0.901999199995771,0.5904404000611976,0.4555201828479767,0.2115768939256668,0.06295792890113548
3,2026-06-08,FESTIVO_PUENTE,9,12.52634,15.384615,62.69457583957248,97.9887186686198,-35.29414282904732,62.22048017713759,97.9887186686198,202,174,232,204,1.3998029000358656,1.2292528999969363,0.42939674854278564,0.17806939780712128,0.07011292223263606
3,2026-06-09,LABORAL,26,12.505269,20.329672,47.520729064941406,40.62814947275015,6.892579592191254,17.00664520263672,-2.9454454275277944,379,114,409,144,2.397189599927515,0.7948619000380859,0.43364521861076355,0.14612165093421936,0.07917546017383408
3,2026-06-10,LABORAL,22,12.494731,20.329672,35.73303846879439,42.96484999223189,-7.2318115234375,24.85852883078835,39.6014799638228,374,111,404,141,2.108600200037472,0.6668227999471128,0.450086385011673,0.1500815600156784,0.07841524460311827
